@code{.c}
================================================
  NLOC    CCN   token  PARAM  length  location
      45      6    243      3      56 QMsm_enterHistory_@503-558@..\src\qf\qep_msm.c
      10      2     47      2      10 QF_bzero@92-101@..\src\qf\qf_act.c
      94     19    502      4     139 QActive_post_@72-210@..\src\qf\qf_actq.c
      51     10    320      2      79 QActive_postLIFO_@216-294@..\src\qf\qf_actq.c
      36      3    243      1      49 QActive_get_@300-348@..\src\qf\qf_actq.c
      10      2     60      1      11 QF_getQueueMin@355-365@..\src\qf\qf_actq.c
      12      2     67      2      17 QTicker_ctor@388-404@..\src\qf\qf_actq.c
      10      1     45      3      11 QTicker_init_@408-418@..\src\qf\qf_actq.c
      16      2     90      3      18 QTicker_dispatch_@422-439@..\src\qf\qf_actq.c
      27      2    138      2      36 QTicker_tick_@443-478@..\src\qf\qf_actq.c
      15      1     85      3      17 QActive_defer@66-82@..\src\qf\qf_defer.c
      39      3    194      2      59 QActive_recall@88-146@..\src\qf\qf_defer.c
      13      3     68      2      15 QActive_flushDeferred@152-166@..\src\qf\qf_defer.c
      24      3    142      3      32 QF_poolInit@82-113@..\src\qf\qf_dyn.c
       3      1     17      1       3 QF_poolGetMaxBlockSize@117-119@..\src\qf\qf_dyn.c
       9      3     59      1      11 QF_getPoolMin@123-133@..\src\qf\qf_dyn.c
      47      7    259      3      70 QF_newX_@137-206@..\src\qf\qf_dyn.c
      34      5    205      1      46 QF_gc@210-255@..\src\qf\qf_dyn.c
      20      3    102      2      27 QF_newRef_@259-285@..\src\qf\qf_dyn.c
      11      2     69      1      15 QF_deleteRef_@289-303@..\src\qf\qf_dyn.c
      39      5    283      4      58 QMPool_init@68-125@..\src\qf\qf_mem.c
      48      5    261      3      78 QMPool_get@129-206@..\src\qf\qf_mem.c
      23      3    142      3      34 QMPool_put@210-243@..\src\qf\qf_mem.c
      11      2     66      2      15 QActive_psInit@74-88@..\src\qf\qf_ps.c
      57      6    312      3      97 QActive_publish_@94-190@..\src\qf\qf_ps.c
      25      5    162      2      33 QActive_subscribe@196-228@..\src\qf\qf_ps.c
      25      5    162      2      33 QActive_unsubscribe@234-266@..\src\qf\qf_ps.c
      28      5    181      1      37 QActive_unsubscribeAll@272-308@..\src\qf\qf_ps.c
      12      2     59      2      24 QActive_ctor@68-91@..\src\qf\qf_qact.c
      31     10    233      1      42 QActive_register_@97-138@..\src\qf\qf_qact.c
      10      3     79      1      12 QActive_unregister_@144-155@..\src\qf\qf_qact.c
      25      6    146      1      30 QF_LOG2@163-192@..\src\qf\qf_qact.c
      14      2     84      3      14 QEQueue_init@68-81@..\src\qf\qf_qeq.c
      59      8    312      4      81 QEQueue_post@85-165@..\src\qf\qf_qeq.c
      38      5    209      3      51 QEQueue_postLIFO@169-219@..\src\qf\qf_qeq.c
      40      4    229      2      55 QEQueue_get@223-277@..\src\qf\qf_qeq.c
       9      1     38      1      12 QEQueue_getNFree@281-292@..\src\qf\qf_qeq.c
       9      1     38      1      12 QEQueue_getNMin@296-307@..\src\qf\qf_qeq.c
       9      1     44      1      12 QEQueue_isEmpty@311-322@..\src\qf\qf_qeq.c
      12      2     67      2      30 QMActive_ctor@76-105@..\src\qf\qf_qmact.c
      17      2     96      4      33 QTimeEvt_ctorX@69-101@..\src\qf\qf_time.c
      35      8    233      3      59 QTimeEvt_armX@105-163@..\src\qf\qf_time.c
      33      3    181      1      44 QTimeEvt_disarm@167-210@..\src\qf\qf_time.c
      38      8    238      2      63 QTimeEvt_rearm@214-276@..\src\qf\qf_time.c
       5      1     36      1       5 QTimeEvt_wasDisarmed@280-284@..\src\qf\qf_time.c
       7      1     30      1       8 QTimeEvt_currCtr@288-295@..\src\qf\qf_time.c
      78      9    424      2     124 QTimeEvt_tick_@299-422@..\src\qf\qf_time.c
      17      3     84      1      18 QTimeEvt_noActive@426-443@..\src\qf\qf_time.c
      23      2    120      1      33 QK_schedLock@72-104@..\src\qk\qk.c
      22      4    126      1      31 QK_schedUnlock@108-138@..\src\qk\qk.c
      12      3    104      1      27 QF_init@144-170@..\src\qk\qk.c
       3      1     10      1       4 QF_stop@174-177@..\src\qk\qk.c
      22      6     92      1      38 QF_run@181-218@..\src\qk\qk.c
      31      3    189      7      39 QActive_start_@226-264@..\src\qk\qk.c
      20      4     92      1      26 QK_sched_@274-299@..\src\qk\qk.c
      69     17    418      1     116 QK_activate_@303-418@..\src\qk\qk.c
       8      3     56      1      17 QF_init@74-90@..\src\qv\qv.c
       3      1     10      1       4 QF_stop@94-97@..\src\qv\qv.c
      55     15    305      1     109 QF_run@101-209@..\src\qv\qv.c
      21      1    142      7      26 QActive_start_@217-242@..\src\qv\qv.c
      25      3    139      1      35 QXK_schedLock@72-106@..\src\qxk\qxk.c
      21      3    123      1      30 QXK_schedUnlock@110-139@..\src\qxk\qxk.c
      13      3    113      1      28 QF_init@145-172@..\src\qxk\qxk.c
       3      1     10      1       4 QF_stop@176-179@..\src\qxk\qxk.c
      20      6     98      1      35 QF_run@183-217@..\src\qxk\qxk.c
      31      5    195      7      38 QActive_start_@225-262@..\src\qxk\qxk.c
      44      8    234      1      55 QXK_sched_@272-326@..\src\qxk\qxk.c
      64     16    411      1     101 QXK_activate_@330-430@..\src\qxk\qxk.c
      14      2     80      1      19 QXK_current@434-452@..\src\qxk\qxk.c
      19      5    104      1      25 QXK_contextSw@456-480@..\src\qxk\qxk.c
      14      2    113      1      22 QXK_threadExit_@487-508@..\src\qxk\qxk.c
      14      1     80      2      18 QXMutex_init@74-91@..\src\qxk\qxk_mutex.c
      85     11    732      2     146 QXMutex_lock@95-240@..\src\qxk\qxk_mutex.c
      60      9    497      1      99 QXMutex_tryLock@244-342@..\src\qxk\qxk_mutex.c
      78     12    648      1     130 QXMutex_unlock@346-475@..\src\qxk\qxk_mutex.c
      16      3     82      3      19 QXSemaphore_init@74-92@..\src\qxk\qxk_sema.c
      58      7    401      2      87 QXSemaphore_wait@96-182@..\src\qxk\qxk_sema.c
      30      3    147      1      40 QXSemaphore_tryWait@186-225@..\src\qxk\qxk_sema.c
      44      6    272      1      66 QXSemaphore_signal@229-294@..\src\qxk\qxk_sema.c
      17      2    101      3      24 QXThread_ctor@75-98@..\src\qxk\qxk_xthr.c
      25      4    211      1      45 QXThread_delay@102-146@..\src\qxk\qxk_xthr.c
      16      2     76      1      18 QXThread_delayCancel@150-167@..\src\qxk\qxk_xthr.c
      63      7    520      1      94 QXThread_queueGet@171-264@..\src\qxk\qxk_xthr.c
      10      1     39      3      11 QXThread_init_@268-278@..\src\qxk\qxk_xthr.c
      10      1     39      3      11 QXThread_dispatch_@282-292@..\src\qxk\qxk_xthr.c
      34      7    233      7      59 QXThread_start_@296-354@..\src\qxk\qxk_xthr.c
       6      1     58      1      10 QXThread_block_@358-367@..\src\qxk\qxk_xthr.c
       9      3     65      1      12 QXThread_unblock_@371-382@..\src\qxk\qxk_xthr.c
       9      1     47      1      16 QXThread_timeout_@386-401@..\src\qxk\qxk_xthr.c
      20      3    157      3      39 QXThread_teArm_@405-443@..\src\qxk\qxk_xthr.c
      11      2     46      1      13 QXThread_teDisarm_@447-459@..\src\qxk\qxk_xthr.c
33 file analyzed.
==============================================================
NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
--------------------------------------------------------------
      6       0.0     0.0        0.0         0     ..\include\qassert.h
    142       4.7     1.3       28.0         3     ..\include\qep.h
     27       0.0     0.0        0.0         0     ..\include\qequeue.h
    223       6.7     2.6       65.4        10     ..\include\qf.h
     13       3.0     1.0       20.0         2     ..\include\qf_pkg.h
     16       0.0     0.0        0.0         0     ..\include\qk.h
     29       0.0     0.0        0.0         0     ..\include\qmpool.h
      7       0.0     0.0        0.0         0     ..\include\qpc.h
    353      14.0     3.0       67.0         1     ..\include\qs.h
      3       0.0     0.0        0.0         0     ..\include\qstamp.c
      2       0.0     0.0        0.0         0     ..\include\qstamp.h
      0       0.0     0.0        0.0         0     ..\include\qs_dummy.h
     19       0.0     0.0        0.0         0     ..\include\qs_pkg.h
      7       0.0     0.0        0.0         0     ..\include\qv.h
     85       0.0     0.0        0.0         0     ..\include\qxk.h
    368      32.0     5.4      188.0        11     ..\src\qf\qep_hsm.c
    350      33.6     5.7      199.6        10     ..\src\qf\qep_msm.c
     21      10.0     2.0       47.0         1     ..\src\qf\qf_act.c
    263      32.0     5.1      183.1         8     ..\src\qf\qf_actq.c
     74      22.3     2.3      115.7         3     ..\src\qf\qf_defer.c
    157      21.1     3.4      121.9         7     ..\src\qf\qf_dyn.c
    117      36.7     4.3      228.7         3     ..\src\qf\qf_mem.c
    155      29.2     4.6      176.6         5     ..\src\qf\qf_ps.c
     82      19.5     5.2      129.2         4     ..\src\qf\qf_qact.c
    185      25.4     3.1      136.3         7     ..\src\qf\qf_qeq.c
     14      12.0     2.0       67.0         1     ..\src\qf\qf_qmact.c
    238      28.8     4.4      165.2         8     ..\src\qf\qf_time.c
    210      25.2     5.0      143.9         8     ..\src\qk\qk.c
     94      21.8     5.0      128.2         4     ..\src\qv\qv.c
    276      24.4     4.9      147.3        11     ..\src\qxk\qxk.c
    244      59.2     8.2      489.2         4     ..\src\qxk\qxk_mutex.c
    155      37.0     4.8      225.5         4     ..\src\qxk\qxk_sema.c
    238      19.2     2.8      132.7        12     ..\src\qxk\qxk_xthr.c

=============================================================================================================
No thresholds exceeded (cyclomatic_complexity > 20 or length > 500 or nloc > 1000000 or parameter_count > 10)
==========================================================================================
Total nloc   Avg.NLOC  AvgCCN  Avg.token   Fun Cnt  Warning cnt   Fun Rt   nloc Rt
------------------------------------------------------------------------------------------
      4173      25.2     4.3      155.8      127            0      0.00    0.00
@endcode
